Cluster ID,Link Score,source file,category_name,name,short_description,long_description
184,,1,Networking,Azure Networking Overview,An integrated view of the networking services in Azure,An integrated view of the networking services in Azure
185,,1,Networking,Azure Content Delivery Network,"Ensure secure, reliable content delivery with broad global reach","Ensure secure, reliable content delivery with broad global reach"
186,,1,Networking,Azure ExpressRoute,Dedicated private network fiber connections to Azure,Dedicated private network fiber connections to Azure
187,,1,Networking,Azure DNS,Host your DNS domain in Azure,Host your DNS domain in Azure
188,,1,Networking,Azure Virtual Network,"Provision private networks, optionally connect to on-premises datacenters","Provision private networks, optionally connect to on-premises datacenters"
189,,1,Networking,Azure Traffic Manager,Route incoming traffic for high performance and availability,Route incoming traffic for high performance and availability
24,0.23768905,1,Networking,Azure Load Balancer,Deliver high availability and network performance to your applications,Deliver high availability and network performance to your applications
190,,1,Networking,Azure VPN Gateway,"Establish secure, cross-premises connectivity","Establish secure, cross-premises connectivity"
191,,1,Networking,Azure Application Gateway,"Build secure, scalable, and highly available web front ends in Azure","Build secure, scalable, and highly available web front ends in Azure"
192,,1,Networking,Azure DDoS Protection,Protect your applications from Distributed Denial of Service (DDoS) attacks,Protect your applications from Distributed Denial of Service (DDoS) attacks
193,,1,Networking,Azure Network Watcher,Network performance monitoring and diagnostics solution,Network performance monitoring and diagnostics solution
194,,1,Networking,Azure Firewall,Highly available and scalable cloud-based network security service,Highly available and scalable cloud-based network security service
195,,1,Networking,Azure Virtual WAN,Build secure global scale branch connectivity,Build secure global scale branch connectivity
196,,1,Networking,Azure Front Door Service,Scalable and secure entry point to deliver global web apps,Scalable and secure entry point to deliver global web apps
197,,1,Storage,Azure Storage,"Durable, highly available, and massively scalable cloud storage","Durable, highly available, and massively scalable cloud storage"
14,0.67483556,1,Storage,Azure StorSimple,Lower costs with an enterprise hybrid cloud storage solution,Lower costs with an enterprise hybrid cloud storage solution
